Age,HourlyRate,Education,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,DailyRate,MonthlyRate,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_F,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,OverTime_No,OverTime_Yes
35,36,1,8,4,4,1,4,1229,4892,2269,1,19,3,4,80,0,1,2,3,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
46,64,3,10,3,3,3,2,1254,14011,7314,5,21,4,3,80,3,14,2,3,8,7,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
23,93,1,8,4,2,1,3,1320,20586,3989,1,11,3,1,80,0,5,2,3,5,4,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
54,60,4,2,1,3,3,3,1217,24001,13549,9,12,3,1,80,1,16,5,1,4,3,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
25,36,2,19,3,2,1,2,867,18798,2413,1,18,3,3,80,3,1,2,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
28,94,3,9,4,3,1,4,1158,2613,2070,1,23,4,4,80,1,5,3,2,5,2,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
56,49,3,7,4,1,3,4,1400,21698,7260,4,11,3,1,80,0,37,3,2,6,4,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
44,96,4,10,3,3,1,3,1097,10826,2936,1,11,3,3,80,0,6,4,3,6,4,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
45,77,4,7,1,4,2,3,1199,5118,6434,4,17,3,4,80,1,9,1,3,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
38,85,3,10,3,3,2,4,152,19899,5666,1,13,3,2,80,0,6,1,3,5,3,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
48,65,4,15,3,3,1,1,1108,16530,2367,8,12,3,4,80,1,10,3,2,8,2,7,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
33,39,4,8,3,3,2,3,1216,20431,7104,0,12,3,4,80,0,6,3,3,5,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
40,48,4,5,4,2,3,1,580,23772,10475,5,21,4,3,80,1,20,2,3,18,13,1,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
38,70,1,29,2,3,2,1,1180,11354,6673,7,19,3,2,80,0,17,2,3,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
41,57,3,3,3,2,2,2,930,12227,8938,2,11,3,3,80,1,14,5,3,5,4,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
39,76,2,3,3,2,2,3,170,10302,3069,0,15,3,4,80,1,11,3,3,10,8,0,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
41,40,2,10,3,1,2,2,256,22074,6151,1,13,3,1,80,0,19,4,3,19,2,11,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
33,38,3,17,4,3,4,3,722,20489,17444,1,11,3,4,80,0,10,2,3,10,8,6,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24,55,3,7,1,3,1,3,1287,14168,2886,1,16,3,4,80,1,6,4,3,6,3,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
38,81,3,1,3,3,3,3,168,15397,7861,4,14,3,4,80,0,10,4,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
36,77,3,8,1,2,1,1,1278,8635,2342,0,21,4,3,80,0,6,3,3,5,4,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
29,42,1,1,2,3,3,4,1413,6599,7918,1,14,3,4,80,1,11,5,3,11,10,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
33,53,1,13,2,3,1,4,461,17241,3452,3,18,3,1,80,0,5,4,3,3,2,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
29,93,4,3,2,2,3,3,986,21526,11935,1,18,3,3,80,0,10,2,3,10,2,0,7,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
37,63,4,6,3,3,1,1,807,23648,2073,4,22,4,4,80,0,7,3,3,3,2,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
38,92,2,15,3,2,3,4,343,15682,11510,0,14,3,2,80,1,12,3,3,11,10,2,9,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
45,74,1,1,3,2,3,3,1238,3395,10748,3,23,4,4,80,1,25,3,2,23,15,14,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24,60,3,9,3,2,1,2,1092,26551,2694,1,11,3,3,80,3,1,4,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36,79,4,2,3,3,1,3,938,12287,2519,4,21,4,3,80,0,16,6,3,11,8,3,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
24,96,2,11,1,4,2,3,673,8232,4011,0,18,3,4,80,1,5,5,2,4,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
35,66,3,9,4,2,3,3,607,23457,10685,1,20,4,2,80,1,17,2,3,17,14,5,15,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
52,81,4,25,3,2,4,4,890,19028,13826,3,22,4,3,80,0,31,3,3,9,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
54,95,4,19,4,3,2,1,376,22670,5485,9,11,3,2,80,2,9,4,3,5,3,1,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
45,59,3,7,2,3,3,1,1339,18787,9724,2,17,3,3,80,1,25,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
39,76,5,10,2,3,2,1,1387,3835,5377,2,13,3,4,80,3,10,3,3,7,7,7,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
45,61,3,2,4,3,2,2,561,16177,4805,0,19,3,2,80,1,9,3,4,8,7,3,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
35,96,4,25,4,3,1,2,130,16612,2022,1,19,3,1,80,1,10,3,2,10,2,7,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
39,99,1,10,3,3,4,1,117,5355,17068,1,14,3,4,80,0,21,3,3,21,9,11,10,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34,83,2,1,2,2,1,4,254,22794,3622,1,13,3,4,80,1,6,3,3,6,5,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
45,57,3,6,4,2,3,4,1052,16840,8865,6,12,3,4,80,0,23,2,3,19,7,12,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
25,82,3,2,3,3,1,2,309,19655,2187,4,14,3,3,80,0,6,3,3,2,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
37,80,4,1,1,3,3,4,728,11677,13603,2,18,3,1,80,2,15,2,3,5,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22,79,1,8,3,3,1,1,1294,15999,2398,1,17,3,3,80,0,1,6,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
45,50,5,5,3,1,2,1,1015,23447,5769,1,14,3,1,80,0,10,3,3,10,7,1,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
42,40,3,2,4,3,3,4,288,18611,10124,2,14,3,3,80,1,24,3,1,20,8,13,9,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
34,95,2,27,4,3,1,2,629,5711,2311,2,15,3,4,80,0,9,3,3,3,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
34,32,5,8,2,3,2,1,167,4187,5121,3,14,3,3,80,1,7,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
49,36,3,1,3,3,4,3,809,22384,15379,4,14,3,1,80,0,23,2,3,8,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
36,59,3,8,3,3,3,3,1223,8202,10096,1,13,3,2,80,3,17,2,3,17,14,12,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29,60,3,15,3,3,1,4,665,22673,2340,1,19,3,1,80,0,6,1,3,6,5,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
27,55,3,6,4,2,1,3,199,7950,2539,1,13,3,3,80,1,4,0,3,4,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
36,94,1,2,2,2,2,4,1213,4223,3886,1,21,4,4,80,0,10,2,2,10,1,0,8,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
35,76,1,7,4,3,1,3,660,16192,2404,1,13,3,1,80,1,1,3,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
43,61,3,21,4,3,1,4,313,15238,2258,7,20,4,1,80,1,8,1,3,3,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35,68,3,1,4,2,1,1,992,21731,2450,1,19,3,2,80,0,3,3,3,3,0,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
53,38,3,2,3,2,3,2,124,23537,7525,2,12,3,1,80,1,30,2,3,15,7,6,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
31,66,4,6,1,4,2,4,525,6219,5460,4,22,4,4,80,2,13,4,4,7,7,5,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
50,88,5,22,3,1,4,4,333,24450,14411,1,13,3,4,80,0,32,2,3,32,6,13,9,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25,81,3,1,1,3,1,4,949,4910,3229,4,11,3,2,80,1,7,2,2,3,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
39,42,1,6,4,2,3,1,613,21457,9991,4,15,3,1,80,1,9,5,3,7,7,1,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
34,53,4,7,1,3,3,2,419,21293,11994,0,11,3,3,80,0,13,4,3,12,6,2,11,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
35,59,3,7,3,3,3,3,950,18869,10221,3,21,4,2,80,0,17,3,4,8,5,1,6,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20,87,3,3,1,2,1,3,805,12828,3033,1,12,3,1,80,0,2,2,2,2,2,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
27,40,1,2,1,3,1,2,591,16632,3468,9,12,3,4,80,1,6,3,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27,74,3,2,4,3,2,3,1377,5242,4478,1,11,3,1,80,0,5,3,3,5,4,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
52,70,2,1,4,3,4,4,1053,13829,17099,2,15,3,2,80,1,26,2,2,9,8,7,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
32,77,3,13,3,2,1,2,116,7331,2743,1,20,4,3,80,1,2,2,3,2,2,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
50,88,4,29,2,2,4,3,1099,9314,17046,0,15,3,2,80,1,28,2,3,27,10,15,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
49,35,4,10,3,3,5,1,636,25594,18665,9,11,3,4,80,0,22,4,3,3,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
32,87,4,25,1,3,1,4,374,18016,2795,1,24,4,3,80,0,1,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
34,46,3,19,3,3,2,2,135,22534,4444,4,13,3,3,80,2,15,2,4,11,8,5,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
36,39,2,3,1,3,1,4,922,2561,2835,5,22,4,1,80,1,7,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
52,87,4,7,2,3,3,2,994,15322,10445,7,19,3,4,80,0,18,4,3,8,6,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
30,35,1,2,2,2,1,4,1427,11162,2720,0,13,3,4,80,0,6,3,3,5,3,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
58,52,3,2,2,3,4,2,350,22577,16291,4,22,4,4,80,1,37,0,2,16,9,14,14,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
42,66,3,8,2,3,5,4,570,16225,18430,1,13,3,2,80,1,24,4,2,24,7,14,9,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
49,80,4,11,4,3,2,4,1313,8191,4507,3,12,3,3,80,0,8,1,4,5,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
43,79,3,25,3,2,3,4,415,5268,10798,5,13,3,3,80,1,18,5,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
40,68,3,2,3,3,1,3,896,8045,2345,2,14,3,3,80,1,8,3,4,3,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
55,81,3,1,4,3,5,1,452,18938,19045,0,14,3,3,80,0,37,2,3,36,10,4,13,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
32,100,3,7,2,4,1,2,1311,26062,2794,1,20,4,3,80,0,5,3,1,5,1,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
55,40,1,2,3,2,4,1,444,17323,16756,7,15,3,2,80,0,31,3,4,9,7,6,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
31,32,4,2,3,3,1,4,192,7747,2695,0,18,3,2,80,1,3,2,1,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
43,87,3,27,4,4,1,2,990,5855,4876,5,12,3,3,80,1,8,0,3,6,4,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
34,98,4,2,3,3,2,4,404,6163,6687,1,11,3,4,80,0,14,2,4,14,11,4,11,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
40,86,1,2,4,2,1,4,804,22929,2342,0,20,4,4,80,0,5,2,2,4,2,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
42,37,2,23,4,2,2,3,335,14811,4332,1,12,3,4,80,0,20,2,3,20,9,3,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
28,39,3,27,2,1,2,1,580,20460,4877,0,21,4,2,80,1,6,5,2,5,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
40,51,4,16,1,2,2,3,720,11983,5094,6,14,3,4,80,0,10,6,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35,53,1,27,3,2,1,1,1343,17852,2559,1,11,3,4,80,0,6,3,2,6,5,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
32,79,2,7,4,3,2,3,1089,22845,4883,1,18,3,1,80,1,10,3,3,10,4,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
34,94,2,1,1,3,2,2,1153,17736,4325,1,15,3,3,80,0,5,2,3,5,2,1,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35,69,3,2,1,3,1,1,104,26619,2074,1,12,3,4,80,1,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
20,31,3,2,3,3,1,3,1141,13251,2783,1,19,3,1,80,0,2,3,3,2,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
52,30,2,4,4,3,4,4,1490,10310,16555,2,13,3,4,80,0,31,2,1,5,2,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
49,43,2,3,3,2,2,1,271,23070,4789,4,25,4,1,80,1,10,3,3,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
44,90,3,5,3,2,1,3,981,7973,3162,3,14,3,4,80,0,7,5,3,5,2,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36,84,4,8,1,3,2,4,1229,25952,5079,4,13,3,4,80,2,12,3,3,7,7,0,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
32,35,4,5,2,4,1,4,634,18783,3312,3,17,3,4,80,2,6,3,3,3,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
22,63,2,1,4,3,1,3,581,17624,3375,0,12,3,4,80,0,4,2,4,3,2,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
37,52,2,25,3,2,2,4,367,17171,5731,7,13,3,3,80,2,9,2,3,6,2,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30,49,3,2,3,3,1,4,1116,7181,2564,0,14,3,3,80,0,12,2,2,11,7,6,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33,79,4,28,2,3,2,3,589,22949,5207,1,12,3,2,80,1,15,3,3,15,14,5,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
41,54,3,8,3,3,2,2,337,26841,4393,5,21,4,3,80,1,14,3,3,5,4,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
41,60,4,28,1,2,4,2,582,5640,13570,0,23,4,3,80,1,21,3,3,20,7,0,10,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
29,61,3,10,4,3,1,2,490,17940,3291,0,14,3,4,80,2,8,2,2,7,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
51,87,2,14,3,3,2,4,1178,14862,4936,4,11,3,3,80,1,18,2,2,7,7,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
53,66,4,24,1,3,3,1,1168,5843,10448,6,13,3,2,80,0,15,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
43,55,3,8,1,3,2,2,177,23814,4765,4,21,4,3,80,1,4,2,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
29,45,3,24,3,4,1,1,746,10642,1091,1,17,3,4,80,0,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
32,80,4,24,1,3,2,4,430,21146,5309,1,15,3,4,80,2,10,2,3,10,8,4,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
28,50,4,5,3,3,1,3,1434,11179,3441,1,13,3,3,80,0,2,3,2,2,2,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
27,51,4,17,4,3,1,3,135,25681,2394,1,13,3,4,80,0,8,2,3,8,2,7,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
35,92,3,1,3,3,3,3,944,9096,8789,1,14,3,1,80,0,10,3,4,10,7,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
42,43,2,1,4,2,2,4,932,4051,6062,9,13,3,4,80,1,8,4,3,4,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
34,45,3,5,3,2,3,1,1354,5615,11631,2,12,3,4,80,0,14,6,3,11,10,5,8,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
25,98,1,3,3,3,2,1,141,14363,4194,1,18,3,4,80,0,5,3,3,5,3,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
34,93,2,19,2,3,1,4,1346,8758,2661,0,11,3,3,80,1,3,2,3,2,2,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27,66,4,6,1,2,1,3,798,5013,2187,0,12,3,3,80,2,6,5,2,5,3,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
34,93,4,9,4,3,2,1,234,6208,5346,4,17,3,3,80,1,11,3,2,7,1,0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
33,58,3,14,3,3,1,4,813,22149,2436,5,13,3,3,80,1,8,2,1,5,4,0,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27,67,3,19,4,2,1,1,1302,16290,4066,1,11,3,1,80,2,7,3,3,7,7,0,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35,58,4,1,4,2,1,3,982,16340,2258,6,12,3,2,80,1,10,2,3,8,0,1,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35,94,5,1,3,3,3,2,662,11439,7295,1,13,3,1,80,2,10,3,3,10,8,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
23,45,3,10,4,4,1,3,977,12826,2073,2,16,3,4,80,1,4,2,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
45,66,4,1,1,3,3,2,538,20933,7441,1,12,3,1,80,3,10,4,3,10,8,7,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
